id,first_name,last_name,email,gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score
2667,Phillip,Bennett,phillip.bennett.667@gslingacademy.com,male,False,1,False,28,Accountant,87,87,86,84,66,83,81
2668,John,George,john.george.668@gslingacademy.com,male,False,9,False,0,Business Owner,43,95,64,95,66,67,74
2669,Katherine,Moore,katherine.moore.669@gslingacademy.com,female,True,6,False,0,Business Owner,40,100,88,79,71,86,89
2670,Jose,Dominguez,jose.dominguez.670@gslingacademy.com,male,False,2,False,3,Real Estate Developer,64,70,98,82,100,72,78
2671,Lauren,Morrow,lauren.morrow.671@gslingacademy.com,female,False,3,False,16,Social Network Studies,72,79,95,68,75,70,88
2672,Katie,Davenport,katie.davenport.672@gslingacademy.com,female,False,2,False,26,Lawyer,77,96,86,84,90,85,91
2673,Michelle,Martinez,michelle.martinez.673@gslingacademy.com,female,True,10,True,4,Business Owner,40,86,53,63,50,87,77
2674,Jeremiah,Stanley,jeremiah.stanley.674@gslingacademy.com,male,False,2,False,24,Construction Engineer,100,89,90,96,72,90,86
2675,Isaac,Tucker,isaac.tucker.675@gslingacademy.com,male,False,5,True,22,Software Engineer,89,93,95,88,72,76,71
2676,Hannah,Garcia,hannah.garcia.676@gslingacademy.com,female,True,2,False,14,Software Engineer,97,74,76,72,62,69,90
2677,Thomas,Nelson,thomas.nelson.677@gslingacademy.com,male,False,2,False,21,Social Network Studies,100,77,74,61,81,96,96
2678,William,Kennedy,william.kennedy.678@gslingacademy.com,male,False,4,False,29,Lawyer,81,88,85,89,81,91,98
2679,Jennifer,Williams,jennifer.williams.679@gslingacademy.com,female,False,6,False,3,Business Owner,100,91,53,78,55,91,74
2680,Jeffrey,Price,jeffrey.price.680@gslingacademy.com,male,False,2,False,4,Designer,80,65,96,73,84,92,73
2681,Zachary,Burns,zachary.burns.681@gslingacademy.com,male,False,5,False,19,Accountant,79,88,83,84,78,72,79
2682,Curtis,Duffy,curtis.duffy.682@gslingacademy.com,male,False,3,False,33,Software Engineer,96,64,100,87,88,60,62
2683,Allison,Alvarado,allison.alvarado.683@gslingacademy.com,female,False,1,False,24,Accountant,95,81,91,62,36,79,69
2684,Jeffery,Kelley,jeffery.kelley.684@gslingacademy.com,male,False,4,False,29,Social Network Studies,86,68,65,64,95,82,87
2685,Kenneth,Clark,kenneth.clark.685@gslingacademy.com,male,False,1,True,27,Lawyer,86,97,72,90,95,99,76
2686,Hayley,Case,hayley.case.686@gslingacademy.com,female,False,2,False,20,Social Network Studies,87,68,66,83,92,81,80
2687,Vanessa,Martinez,vanessa.martinez.687@gslingacademy.com,female,False,0,False,35,Accountant,94,87,100,90,86,86,90
2688,Tara,Thomas,tara.thomas.688@gslingacademy.com,female,False,0,False,29,Doctor,88,71,87,85,100,78,78
2689,Aaron,Williamson,aaron.williamson.689@gslingacademy.com,male,False,2,True,0,Artist,88,69,76,64,90,78,80
2690,Phillip,Nelson,phillip.nelson.690@gslingacademy.com,male,False,3,False,10,Social Network Studies,76,61,68,88,86,87,66
2691,Michael,Hinton,michael.hinton.691@gslingacademy.com,male,False,1,True,29,Construction Engineer,84,66,99,80,71,88,89
2692,Alex,Shelton,alex.shelton.692@gslingacademy.com,male,False,0,True,17,Software Engineer,96,77,91,85,69,91,91
2693,Ross,Esparza,ross.esparza.693@gslingacademy.com,male,True,10,False,1,Business Owner,57,75,64,85,53,95,81
2694,Lisa,Murphy,lisa.murphy.694@gslingacademy.com,female,False,1,False,14,Teacher,93,79,82,67,64,90,65
2695,Richard,Gibson,richard.gibson.695@gslingacademy.com,male,False,1,False,24,Social Network Studies,88,84,61,61,79,62,99
2696,Jackson,Olson,jackson.olson.696@gslingacademy.com,male,False,2,False,35,Construction Engineer,89,99,86,97,98,97,93
2697,Michael,Waters,michael.waters.697@gslingacademy.com,male,False,3,False,19,Construction Engineer,80,88,94,94,100,99,99
2698,Daniel,Mcneil,daniel.mcneil.698@gslingacademy.com,male,False,6,False,23,Banker,94,92,61,87,61,94,69
2699,James,Mcgee,james.mcgee.699@gslingacademy.com,male,False,9,False,14,Construction Engineer,99,74,98,69,69,64,96
2700,Dennis,Park,dennis.park.700@gslingacademy.com,male,False,2,False,21,Banker,81,72,87,62,69,93,72
2701,Gregory,Jones,gregory.jones.701@gslingacademy.com,male,False,6,False,18,Social Network Studies,91,61,95,82,77,87,95
2702,Barbara,Petersen,barbara.petersen.702@gslingacademy.com,female,False,2,True,16,Writer,71,100,99,95,91,96,96
2703,Andrea,Baker,andrea.baker.703@gslingacademy.com,female,False,4,False,2,Social Network Studies,61,66,78,79,79,96,81
2704,Robert,Holmes,robert.holmes.704@gslingacademy.com,male,False,5,True,16,Social Network Studies,87,89,60,66,79,81,65
2705,Autumn,Jones,autumn.jones.705@gslingacademy.com,female,False,0,False,29,Software Engineer,93,69,79,78,77,73,77
2706,Richard,Davis,richard.davis.706@gslingacademy.com,male,False,5,False,35,Accountant,92,88,87,98,96,85,96
2707,Anthony,Armstrong,anthony.armstrong.707@gslingacademy.com,male,False,2,False,11,Banker,96,87,99,65,98,79,93
2708,Julian,Ortiz,julian.ortiz.708@gslingacademy.com,male,False,3,False,4,Artist,83,75,77,61,93,61,75
2709,Melinda,Sanchez,melinda.sanchez.709@gslingacademy.com,female,False,0,False,15,Teacher,78,84,79,96,76,71,71
2710,James,Carter,james.carter.710@gslingacademy.com,male,True,10,False,25,Banker,82,74,84,74,86,81,100
2711,Alejandra,Johns,alejandra.johns.711@gslingacademy.com,female,False,1,False,31,Accountant,94,91,68,61,34,60,63
2712,Susan,Long,susan.long.712@gslingacademy.com,female,False,7,False,30,Doctor,93,73,97,89,88,63,70
2713,Sharon,Allen,sharon.allen.713@gslingacademy.com,female,False,3,False,17,Teacher,80,95,98,95,96,97,85
2714,Leah,Brown,leah.brown.714@gslingacademy.com,female,False,10,False,0,Business Owner,55,99,71,94,69,87,84
2715,Maria,Barker,maria.barker.715@gslingacademy.com,female,True,2,False,10,Government Officer,94,71,83,76,99,95,94
2716,Kelly,Church,kelly.church.716@gslingacademy.com,female,False,2,False,22,Writer,72,72,85,90,75,94,65
2717,Michael,Walsh,michael.walsh.717@gslingacademy.com,male,False,3,False,16,Software Engineer,98,89,75,68,87,69,96
2718,Alyssa,Gallagher,alyssa.gallagher.718@gslingacademy.com,female,False,2,False,11,Social Network Studies,71,98,66,65,78,81,82
2719,Kelly,Morris,kelly.morris.719@gslingacademy.com,female,False,3,False,35,Software Engineer,99,95,89,90,95,98,99
2720,Ryan,Brown,ryan.brown.720@gslingacademy.com,male,False,1,False,25,Stock Investor,97,67,86,95,65,91,76
2721,Maria,Hall,maria.hall.721@gslingacademy.com,female,False,9,False,5,Business Owner,85,64,99,93,89,61,67
2722,Mark,Brown,mark.brown.722@gslingacademy.com,male,False,2,True,35,Social Network Studies,100,88,98,90,93,95,98
2723,William,Kerr,william.kerr.723@gslingacademy.com,male,False,4,False,15,Banker,89,63,73,83,74,91,83
2724,Jake,Gonzalez,jake.gonzalez.724@gslingacademy.com,male,False,4,True,21,Banker,76,87,63,92,93,87,88
2725,Theresa,Gray,theresa.gray.725@gslingacademy.com,female,False,2,False,3,Designer,100,68,80,75,85,82,85
2726,Ashley,Ayers,ashley.ayers.726@gslingacademy.com,female,False,1,False,1,Real Estate Developer,77,99,99,76,70,80,90
2727,Ann,Mccann,ann.mccann.727@gslingacademy.com,female,False,1,False,32,Software Engineer,85,86,84,81,92,84,93
2728,Curtis,Bennett,curtis.bennett.728@gslingacademy.com,male,False,6,True,25,Lawyer,70,83,63,86,97,88,79
2729,Debra,Gutierrez,debra.gutierrez.729@gslingacademy.com,female,False,9,False,26,Lawyer,76,83,90,68,96,94,87
2730,Linda,West,linda.west.730@gslingacademy.com,female,True,7,False,34,Lawyer,75,82,89,65,85,89,81
2731,Justin,Hughes,justin.hughes.731@gslingacademy.com,male,False,2,True,25,Stock Investor,97,65,96,87,87,95,100
2732,Jose,Jackson,jose.jackson.732@gslingacademy.com,male,True,10,False,3,Business Owner,72,81,61,73,96,72,86
2733,Larry,Smith,larry.smith.733@gslingacademy.com,male,True,3,False,12,Stock Investor,84,69,68,92,86,67,73
2734,Austin,Dunn,austin.dunn.734@gslingacademy.com,male,False,1,False,25,Social Network Studies,84,94,65,74,92,81,79
2735,Michael,Heath,michael.heath.735@gslingacademy.com,male,False,6,False,50,Doctor,94,87,99,99,86,86,85
2736,Beth,Acosta,beth.acosta.736@gslingacademy.com,female,False,7,False,15,Designer,80,91,100,87,87,94,100
2737,Tracie,Weeks,tracie.weeks.737@gslingacademy.com,female,False,0,False,34,Software Engineer,87,98,79,87,92,80,93
2738,Brandi,Ray,brandi.ray.738@gslingacademy.com,female,False,6,False,27,Stock Investor,93,94,87,92,99,93,88
2739,Carla,Brandt,carla.brandt.739@gslingacademy.com,female,False,1,False,5,Game Developer,87,69,96,61,72,78,99
2740,Thomas,Cruz,thomas.cruz.740@gslingacademy.com,male,False,10,True,0,Business Owner,64,51,70,94,86,65,80
2741,Nicholas,Martin,nicholas.martin.741@gslingacademy.com,male,False,5,False,15,Software Engineer,96,73,91,71,72,74,76
2742,Breanna,Lee,breanna.lee.742@gslingacademy.com,female,False,2,True,31,Scientist,97,62,93,80,96,94,67
2743,Angie,White,angie.white.743@gslingacademy.com,female,False,6,False,0,Artist,62,79,75,65,71,75,93
2744,William,Lester,william.lester.744@gslingacademy.com,male,True,1,False,5,Business Owner,97,79,96,94,59,83,64
2745,Joshua,Miller,joshua.miller.745@gslingacademy.com,male,False,3,False,35,Software Engineer,85,100,90,93,94,97,98
2746,Thomas,Stone,thomas.stone.746@gslingacademy.com,male,False,0,False,27,Social Network Studies,68,95,66,65,89,84,100
2747,Sarah,King,sarah.king.747@gslingacademy.com,female,True,7,False,1,Business Owner,45,68,99,91,88,63,61
2748,Jeffery,Carlson,jeffery.carlson.748@gslingacademy.com,male,True,6,False,2,Business Owner,86,79,86,73,53,84,79
2749,Ashley,Gutierrez,ashley.gutierrez.749@gslingacademy.com,female,False,10,False,34,Software Engineer,97,94,73,98,87,97,98
2750,Adam,Herring,adam.herring.750@gslingacademy.com,male,True,2,True,18,Software Engineer,93,67,65,61,61,96,65
2751,David,Ramirez,david.ramirez.751@gslingacademy.com,male,False,1,False,14,Software Engineer,85,93,75,72,84,63,63
2752,Angela,Brown,angela.brown.752@gslingacademy.com,female,False,1,False,6,Designer,88,88,98,92,71,66,90
2753,Eric,Jones,eric.jones.753@gslingacademy.com,male,False,5,True,2,Artist,100,67,98,71,92,79,99
2754,Angel,Garner,angel.garner.754@gslingacademy.com,male,False,2,False,19,Software Engineer,93,74,88,92,77,89,96
2755,Lisa,Cowan,lisa.cowan.755@gslingacademy.com,female,False,1,False,1,Artist,70,63,73,97,63,61,90
2756,Nicole,Perry,nicole.perry.756@gslingacademy.com,female,False,2,False,13,Banker,82,67,94,88,86,89,98
2757,Annette,Wells,annette.wells.757@gslingacademy.com,female,True,8,False,3,Business Owner,41,76,94,93,79,84,96
2758,Ian,Scott,ian.scott.758@gslingacademy.com,male,False,2,False,21,Banker,94,74,74,89,67,93,96
2759,Kari,Hernandez,kari.hernandez.759@gslingacademy.com,female,True,2,False,29,Designer,67,69,75,94,98,80,74
2760,Mary,Haynes,mary.haynes.760@gslingacademy.com,female,False,0,True,11,Government Officer,89,75,64,81,66,82,92
2761,Raymond,Smith,raymond.smith.761@gslingacademy.com,male,False,3,False,23,Doctor,82,82,100,93,91,61,83
2762,Christopher,Ayala,christopher.ayala.762@gslingacademy.com,male,True,2,False,30,Software Engineer,96,79,93,92,92,71,87
2763,Jacqueline,Frazier,jacqueline.frazier.763@gslingacademy.com,female,False,1,False,13,Accountant,94,84,84,89,52,97,76
2764,Jesse,Kelly,jesse.kelly.764@gslingacademy.com,male,False,4,False,19,Construction Engineer,84,65,83,99,86,75,67
2765,Teresa,Lee,teresa.lee.765@gslingacademy.com,female,False,5,False,33,Software Engineer,87,98,97,70,80,67,82
2766,Michael,Aguirre,michael.aguirre.766@gslingacademy.com,male,False,2,False,21,Software Engineer,90,93,66,77,72,82,82
2767,April,Delgado,april.delgado.767@gslingacademy.com,female,False,7,False,31,Scientist,86,81,91,83,97,83,80
2768,Troy,Prince,troy.prince.768@gslingacademy.com,male,False,6,False,3,Business Owner,48,72,64,65,64,55,79
2769,Martha,Summers,martha.summers.769@gslingacademy.com,female,True,7,False,3,Business Owner,49,59,99,59,75,54,70
2770,William,Dean,william.dean.770@gslingacademy.com,male,True,0,False,30,Social Network Studies,90,83,72,77,99,84,67
2771,Cheryl,Gutierrez,cheryl.gutierrez.771@gslingacademy.com,female,True,5,True,1,Business Owner,40,51,93,100,76,60,99
2772,Diane,Spears,diane.spears.772@gslingacademy.com,female,False,0,True,8,Social Network Studies,78,81,71,91,79,79,75
2773,Brian,David,brian.david.773@gslingacademy.com,male,False,2,False,29,Software Engineer,87,68,75,96,91,72,78
2774,Heather,Brooks,heather.brooks.774@gslingacademy.com,female,False,2,False,18,Accountant,79,81,68,70,60,65,71
2775,Pamela,Rodgers,pamela.rodgers.775@gslingacademy.com,female,False,6,True,4,Game Developer,100,100,94,83,62,92,71
2776,Betty,Nash,betty.nash.776@gslingacademy.com,female,False,1,False,10,Social Network Studies,71,72,65,65,65,67,97
2777,Heather,Donaldson,heather.donaldson.777@gslingacademy.com,female,False,2,False,32,Banker,77,64,69,60,92,76,74
2778,Ebony,Shepherd,ebony.shepherd.778@gslingacademy.com,female,False,1,False,32,Lawyer,83,84,96,96,79,80,81
2779,Sean,Thomas,sean.thomas.779@gslingacademy.com,male,False,2,True,16,Software Engineer,96,79,80,71,67,76,63
2780,Todd,Howard,todd.howard.780@gslingacademy.com,male,False,6,False,35,Social Network Studies,91,96,100,95,100,94,95
2781,Julia,Richmond,julia.richmond.781@gslingacademy.com,female,False,8,False,2,Business Owner,71,69,95,83,90,93,89
2782,Mary,Mccormick,mary.mccormick.782@gslingacademy.com,female,False,3,False,27,Social Network Studies,84,80,75,63,71,86,63
2783,Jimmy,Warren,jimmy.warren.783@gslingacademy.com,male,False,3,False,28,Software Engineer,91,61,61,85,64,76,88
2784,Henry,Spencer,henry.spencer.784@gslingacademy.com,male,False,2,False,2,Real Estate Developer,59,65,72,60,94,63,75
2785,Peter,Yates,peter.yates.785@gslingacademy.com,male,False,3,False,42,Doctor,89,90,91,95,87,92,96
2786,Robert,Campbell,robert.campbell.786@gslingacademy.com,male,False,7,False,31,Banker,81,92,68,93,69,78,89
2787,Matthew,Conway,matthew.conway.787@gslingacademy.com,male,False,3,False,15,Accountant,77,84,86,97,90,83,92
2788,Tyler,Calderon,tyler.calderon.788@gslingacademy.com,male,False,7,False,1,Business Owner,72,58,73,57,67,88,70
2789,Brittney,Moon,brittney.moon.789@gslingacademy.com,female,False,5,False,10,Teacher,91,63,78,93,76,76,90
2790,Tracy,White,tracy.white.790@gslingacademy.com,female,False,5,False,40,Doctor,88,100,94,91,85,91,88
2791,Gregory,Welch,gregory.welch.791@gslingacademy.com,male,False,8,False,40,Doctor,94,88,99,92,98,85,95
2792,Caroline,Cooper,caroline.cooper.792@gslingacademy.com,female,False,0,False,8,Real Estate Developer,67,72,98,65,61,87,89
2793,Kelly,Rivera,kelly.rivera.793@gslingacademy.com,female,False,2,False,22,Social Network Studies,88,86,82,89,81,61,83
2794,Stacey,Wilson,stacey.wilson.794@gslingacademy.com,female,False,3,False,21,Social Network Studies,67,67,62,80,61,61,82
2795,Craig,Graham,craig.graham.795@gslingacademy.com,male,False,7,False,31,Lawyer,95,87,96,97,83,93,88
2796,Earl,Santana,earl.santana.796@gslingacademy.com,male,False,1,False,10,Government Officer,96,91,78,94,81,88,86
2797,Lisa,Mitchell,lisa.mitchell.797@gslingacademy.com,female,False,3,True,35,Banker,87,99,99,100,98,96,94
2798,Michael,Williams,michael.williams.798@gslingacademy.com,male,False,3,False,14,Banker,85,88,85,92,96,81,95
2799,Jerry,Jones,jerry.jones.799@gslingacademy.com,male,False,2,False,7,Government Officer,88,85,100,68,65,97,94
2800,Matthew,Miles,matthew.miles.800@gslingacademy.com,male,False,5,False,4,Business Owner,94,68,72,99,83,53,83
2801,Mary,Cox,mary.cox.801@gslingacademy.com,female,False,4,True,14,Teacher,67,100,77,85,73,95,86
2802,Jessica,Young,jessica.young.802@gslingacademy.com,female,False,1,True,29,Software Engineer,92,63,99,77,82,88,72
2803,Tiffany,Small,tiffany.small.803@gslingacademy.com,female,True,3,False,20,Accountant,76,75,60,77,71,70,88
2804,Mary,Wyatt,mary.wyatt.804@gslingacademy.com,female,False,3,True,24,Software Engineer,86,75,96,62,81,91,84
2805,Maria,Mercer,maria.mercer.805@gslingacademy.com,female,False,3,True,27,Software Engineer,94,94,86,62,73,90,75
2806,Erin,Moore,erin.moore.806@gslingacademy.com,female,False,3,False,31,Software Engineer,100,85,62,62,89,65,67
2807,Kendra,Dalton,kendra.dalton.807@gslingacademy.com,female,False,4,False,27,Lawyer,74,84,71,93,65,98,61
2808,Anthony,Gomez,anthony.gomez.808@gslingacademy.com,male,False,2,False,23,Social Network Studies,99,98,70,73,63,62,88
2809,Molly,Jackson,molly.jackson.809@gslingacademy.com,female,False,10,False,0,Business Owner,66,97,72,98,86,86,63
2810,Brianna,Gutierrez,brianna.gutierrez.810@gslingacademy.com,female,False,2,False,35,Scientist,99,96,100,95,90,95,88
2811,John,Henderson,john.henderson.811@gslingacademy.com,male,False,1,True,33,Social Network Studies,97,76,99,85,98,62,97
2812,Steven,Martin,steven.martin.812@gslingacademy.com,male,False,5,True,11,Banker,81,71,76,95,99,85,71
2813,Tina,Bowers,tina.bowers.813@gslingacademy.com,female,False,9,False,10,Banker,95,88,62,85,82,94,73
2814,Luis,Jones,luis.jones.814@gslingacademy.com,male,True,6,False,3,Business Owner,55,69,53,75,86,95,61
2815,Jeffrey,Thomas,jeffrey.thomas.815@gslingacademy.com,male,False,3,False,5,Real Estate Developer,50,62,97,90,93,75,80
2816,Jeffrey,Cox,jeffrey.cox.816@gslingacademy.com,male,False,5,False,34,Software Engineer,98,84,90,83,84,61,99
2817,Jennifer,Bautista,jennifer.bautista.817@gslingacademy.com,female,False,7,False,15,Accountant,88,67,71,85,68,88,67
2818,Judy,Pugh,judy.pugh.818@gslingacademy.com,female,False,1,False,20,Software Engineer,87,99,92,85,62,69,67
2819,Henry,Craig,henry.craig.819@gslingacademy.com,male,False,1,False,3,Government Officer,73,74,94,76,97,86,85
2820,Steven,Alvarez,steven.alvarez.820@gslingacademy.com,male,True,2,True,2,Business Owner,46,71,60,50,85,69,62
2821,Rebecca,Mckay,rebecca.mckay.821@gslingacademy.com,female,False,1,False,27,Banker,88,82,90,94,99,78,65
2822,James,Reynolds,james.reynolds.822@gslingacademy.com,male,True,0,False,29,Software Engineer,95,62,68,64,71,87,60
2823,Heather,Bentley,heather.bentley.823@gslingacademy.com,female,False,1,True,2,Artist,73,71,60,70,78,72,78
2824,Alexis,Hall,alexis.hall.824@gslingacademy.com,female,False,5,False,9,Designer,70,88,100,91,98,68,81
2825,Ryan,Soto,ryan.soto.825@gslingacademy.com,male,False,7,False,14,Construction Engineer,84,100,99,94,84,86,63
2826,Brent,Clements,brent.clements.826@gslingacademy.com,male,False,8,False,25,Doctor,88,60,87,90,87,86,62
2827,Thomas,Hernandez,thomas.hernandez.827@gslingacademy.com,male,False,1,True,9,Social Network Studies,66,65,82,96,87,87,63
2828,Kevin,Mack,kevin.mack.828@gslingacademy.com,male,True,9,False,2,Business Owner,46,54,93,57,99,59,73
2829,Patrick,Kirk,patrick.kirk.829@gslingacademy.com,male,False,5,False,31,Lawyer,71,92,60,73,74,86,94
2830,Christopher,Jenkins,christopher.jenkins.830@gslingacademy.com,male,False,5,False,3,Designer,76,77,99,87,95,94,85
2831,Cassandra,Hodges,cassandra.hodges.831@gslingacademy.com,female,False,5,False,12,Designer,78,95,66,70,75,99,84
2832,Christian,Powers,christian.powers.832@gslingacademy.com,male,False,5,False,5,Business Owner,100,54,70,58,50,95,92
2833,Brittany,Collier,brittany.collier.833@gslingacademy.com,female,False,10,False,11,Government Officer,73,97,87,93,78,99,86
2834,James,Bridges,james.bridges.834@gslingacademy.com,male,False,2,False,4,Game Developer,96,63,85,77,82,65,88
2835,Alexander,Fowler,alexander.fowler.835@gslingacademy.com,male,False,2,False,25,Social Network Studies,82,84,93,70,99,66,80
2836,Andrew,Wong,andrew.wong.836@gslingacademy.com,male,False,1,False,33,Social Network Studies,81,91,71,79,98,69,75
